,0
HNF1B|6928,0.9611200507643538
IRX5|10265,0.6212629331215707
C9orf152|401546,0.6209346587967082
FOXF1|2294,0.620339831169723
PDE9A|5152,0.6198235138908124
TJP3|27134,0.6185664154087278
SLC6A12|6539,0.6180212620739285
SCTR|6344,0.6179220032750077
FZD5|7855,0.6174854653408037
ALDH3B2|222,0.6170817996717988
TNFAIP6|7130,0.6161940653114524
SYT7|9066,0.6160879726963708
CRYL1|51084,0.6158622729828094
C9orf140|89958,0.6139167813142998
TRPM8|79054,0.6129614697115016
GPX3|2878,0.6124864641127699
PRELID2|153768,0.6121389494330667
STX19|415117,0.6119684475424798
SFTPD|6441,0.611758886846151
C10orf108|414235,0.6107529714614262
VAV3|10451,0.6091110665512971
MSMB|4477,0.608641469182831
BAIAP2L1|55971,0.6085759756654598
ANKS4B|257629,0.6082742063610198
SLC22A2|6582,0.608261293780364
ATP10B|23120,0.6075151929446831
TBX3|6926,0.6073858833028676
CDX2|1045,0.6071714938859976
FMO1|2326,0.6069504249000439
HPCAL1|3241,0.6065318330537406
WDR91|29062,0.6064732457090762
LRRC15|131578,0.6061515915453386
MYH14|79784,0.605298643936611
SHH|6469,0.6052398543899293
PM20D2|135293,0.6046462603779004
MASP1|5648,0.6044926224663167
SNRPN|6638,0.6043511035629621
CASZ1|54897,0.6040378110217257
FAM149A|25854,0.603832236923266
GLYATL1|92292,0.6032320624074095
TMEM176A|55365,0.6030902284415705
SIX4|51804,0.6027072304514942
KLK3|354,0.6022017073361348
CHRM1|1128,0.6018341946456467
MET|4233,0.6010885413679361
CANT1|124583,0.6008233057823427
TMEM37|140738,0.6006660185197188
LOC100130933|100130933,0.599712867059208
USH1C|10083,0.5987718494888998
IGSF9|57549,0.5986424117622466
CDH16|1014,0.5979894394073115
KBTBD11|9920,0.5975857153486217
BNIP3|664,0.5961166855654485
CFTR|1080,0.5946480466883668
CLRN3|119467,0.5937603380600278
C14orf105|55195,0.5928051196746604
CES2|8824,0.5926286868878532
GLYAT|10249,0.5916749389110221
PPP1R1B|84152,0.5907794808051228
PRLR|5618,0.5907415661955846
COL23A1|91522,0.5898221910711128
CYorf15A|246126,0.5894995152547788
C12orf27|283460,0.5892260771109712
VIPR1|7433,0.5890744642184651
FAM13A|10144,0.5889364132588282
ERBB4|2066,0.5887417400208068
SETMAR|6419,0.5884907225742821
PKP3|11187,0.5883560392135998
TMEM27|57393,0.5882952847062382
PPAP2A|8611,0.5873977073166363
PDZK1|5174,0.586488743775395
DPYS|1807,0.5863268738760836
CCL15|6359,0.5861897568814032
KHK|3795,0.5850222026792207
CPNE4|131034,0.5849437812452911
TSPAN12|23554,0.5846807618386594
PFKP|5214,0.5844841104232514
ACSM3|6296,0.5836804602760439
SYTL1|84958,0.5834970168768763
COL4A3|1285,0.5834063674980416
CRABP2|1382,0.5833803274254648
CAB39L|81617,0.5829555165926337
RABEP1|9135,0.5825159810710883
PVRL4|81607,0.581809799085423
MYOM3|127294,0.581644960243203
SLC44A4|80736,0.5815711626184255
ACE2|59272,0.5815131639451316
NCAPD3|23310,0.5804836909827742
PCSK9|255738,0.5804620852901119
SLC47A1|55244,0.5803513487744711
GIPC2|54810,0.5802587393937197
AXIN2|8313,0.5801445423084493
GALNT12|79695,0.5796250570273762
C17orf28|283987,0.5783015174336985
RNF43|54894,0.5779962604790365
KLF5|688,0.5777040216378033
IRX4|50805,0.5772293622286271
TINAG|27283,0.5760153602446818
UGT2A3|79799,0.5757955075981518
CYP2S1|29785,0.5756069419244747
CLDN2|9075,0.5755686211687243
ADRB2|154,0.5754811129304427
BCMO1|53630,0.5745228039304247
SLC6A13|6540,0.5744732424758203
NKX2-1|7080,0.5742994609451997
