fold_1,fold_2,fold_3,fold_4,fold_5
CD177|57126,CD177|57126,CD19|930,CD38|952,CCNO|10309
CD19|930,CD19|930,CD1A|909,CD70|970,CD164L2|388611
CD1A|909,CD1A|909,CD207|50489,CD79A|973,CD177|57126
CD207|50489,CD207|50489,CD300LG|146894,CDC20B|166979,CD19|930
CD300LG|146894,CD300LG|146894,CD36|948,CDCA7|83879,CD1A|909
CD36|948,CD36|948,CD38|952,CDH10|1008,CD207|50489
CD38|952,CD38|952,CD70|970,CDH16|1014,CD300LG|146894
CD70|970,CD70|970,CD79A|973,CDH17|1015,CD36|948
CD79A|973,CD79A|973,CDC20B|166979,CDH22|64405,CD38|952
CDC20B|166979,CDC20B|166979,CDCA7|83879,CDH26|60437,CD70|970
CDCA7|83879,CDCA7|83879,CDH10|1008,CDH2|1000,CD79A|973
CDH10|1008,CDH10|1008,CDH16|1014,CDH3|1001,CDC20B|166979
CDH16|1014,CDH16|1014,CDH17|1015,CDH4|1002,CDCA7|83879
CDH17|1015,CDH17|1015,CDH26|60437,CDH6|1004,CDH10|1008
CDH22|64405,CDH22|64405,CDH2|1000,CDH7|1005,CDH16|1014
CDH26|60437,CDH26|60437,CDH3|1001,CDHR1|92211,CDH17|1015
CDH2|1000,CDH2|1000,CDH4|1002,CDHR2|54825,CDH22|64405
CDH3|1001,CDH3|1001,CDH6|1004,CDHR5|53841,CDH26|60437
CDH4|1002,CDH4|1002,CDH7|1005,CDKL2|8999,CDH2|1000
CDH6|1004,CDH6|1004,CDHR1|92211,CDO1|1036,CDH3|1001
CDH7|1005,CDH7|1005,CDHR2|54825,CDSN|1041,CDH4|1002
CDHR1|92211,CDHR1|92211,CDHR5|53841,CDX1|1044,CDH6|1004
CDHR2|54825,CDHR2|54825,CDKL2|8999,CDX2|1045,CDH7|1005
CDHR5|53841,CDHR5|53841,CDO1|1036,CEACAM20|125931,CDHR1|92211
CDKL2|8999,CDKL2|8999,CDSN|1041,CEACAM5|1048,CDHR2|54825
CDO1|1036,CDO1|1036,CDX1|1044,CEACAM6|4680,CDHR5|53841
CDSN|1041,CDSN|1041,CDX2|1045,CEACAM7|1087,CDKL2|8999
CDX1|1044,CDX1|1044,CEACAM20|125931,CECR2|27443,CDO1|1036
CDX2|1045,CDX2|1045,CEACAM5|1048,CECR7|100130418,CDSN|1041
CEACAM20|125931,CEACAM20|125931,CEACAM6|4680,CELF3|11189,CDX1|1044
CEACAM5|1048,CEACAM5|1048,CEACAM7|1087,CEL|1056,CDX2|1045
CEACAM6|4680,CEACAM6|4680,CECR2|27443,CES1|1066,CEACAM20|125931
CEACAM7|1087,CEACAM7|1087,CECR7|100130418,CES3|23491,CEACAM5|1048
CECR2|27443,CECR2|27443,CELF3|11189,CFC1B|653275,CEACAM6|4680
CECR7|100130418,CECR7|100130418,CEL|1056,CFTR|1080,CEACAM7|1087
CEL|1056,CELF3|11189,CES1|1066,CGA|1081,CECR2|27443
CES1|1066,CEL|1056,CES3|23491,CHAD|1101,CECR7|100130418
CES3|23491,CES1|1066,CFC1B|653275,CHGA|1113,CELF3|11189
CFC1B|653275,CES3|23491,CFTR|1080,CHGB|1114,CELF5|60680
CFTR|1080,CFC1B|653275,CGA|1081,CHI3L1|1116,CEL|1056
CGA|1081,CFTR|1080,CHAD|1101,CHI3L2|1117,CES1|1066
CHAD|1101,CGA|1081,CHGA|1113,CHIA|27159,CES3|23491
CHGA|1113,CHAD|1101,CHGB|1114,CHIT1|1118,CFC1B|653275
CHGB|1114,CHGA|1113,CHI3L1|1116,CHL1|10752,CFTR|1080
CHI3L1|1116,CHGB|1114,CHI3L2|1117,CHODL|140578,CGA|1081
CHI3L2|1117,CHI3L1|1116,CHIA|27159,CHP2|63928,CHAD|1101
CHIA|27159,CHI3L2|1117,CHIT1|1118,CHRDL1|91851,CHGA|1113
CHIT1|1118,CHIA|27159,CHL1|10752,CHRDL2|25884,CHGB|1114
CHL1|10752,CHIT1|1118,CHODL|140578,CHRM1|1128,CHI3L1|1116
CHODL|140578,CHL1|10752,CHP2|63928,CHRM3|1131,CHI3L2|1117
CHP2|63928,CHODL|140578,CHRDL1|91851,CHRNA2|1135,CHIA|27159
CHRDL1|91851,CHP2|63928,CHRDL2|25884,CHST13|166012,CHIT1|1118
CHRDL2|25884,CHRDL1|91851,CHRM1|1128,CHST6|4166,CHL1|10752
CHRM1|1128,CHRDL2|25884,CHRM3|1131,CHST8|64377,CHODL|140578
CHRM3|1131,CHRM1|1128,CHRNA2|1135,CHST9|83539,CHP2|63928
CHRNA2|1135,CHRM3|1131,CHST13|166012,CIDEA|1149,CHRDL1|91851
CHST13|166012,CHRNA2|1135,CHST6|4166,CIDEC|63924,CHRDL2|25884
CHST4|10164,CHRNA9|55584,CHST8|64377,CILP2|148113,CHRM1|1128
CHST6|4166,CHST13|166012,CHST9|83539,CILP|8483,CHRM3|1131
CHST8|64377,CHST6|4166,CIDEA|1149,CITED1|4435,CHRNA2|1135
CHST9|83539,CHST8|64377,CIDEC|63924,CKB|1152,CHST13|166012
CIDEA|1149,CHST9|83539,CILP2|148113,CKMT1A|548596,CHST4|10164
CIDEC|63924,CIDEA|1149,CILP|8483,CKMT1B|1159,CHST6|4166
CILP2|148113,CIDEC|63924,CITED1|4435,CKMT2|1160,CHST8|64377
CILP|8483,CILP2|148113,CKB|1152,CKM|1158,CHST9|83539
CITED1|4435,CILP|8483,CKMT1A|548596,CLCA1|1179,CIDEA|1149
CKB|1152,CITED1|4435,CKMT1B|1159,CLCA2|9635,CIDEC|63924
CKMT1A|548596,CKB|1152,CKMT2|1160,CLCA4|22802,CILP2|148113
CKMT1B|1159,CKMT1A|548596,CKM|1158,CLDN10|9071,CILP|8483
CKMT2|1160,CKMT1B|1159,CLCA1|1179,CLDN18|51208,CITED1|4435
CKM|1158,CKMT2|1160,CLCA2|9635,CLDN2|9075,CKB|1152
CLCA1|1179,CKM|1158,CLCA4|22802,CLDN6|9074,CKMT1A|548596
CLCA2|9635,CLCA1|1179,CLDN10|9071,CLDN8|9073,CKMT1B|1159
CLCA4|22802,CLCA2|9635,CLDN18|51208,CLEC18A|348174,CKMT2|1160
CLDN10|9071,CLCA4|22802,CLDN2|9075,CLEC18B|497190,CKM|1158
CLDN18|51208,CLDN10|9071,CLDN6|9074,CLEC18C|283971,CLCA1|1179
CLDN2|9075,CLDN18|51208,CLDN8|9073,CLEC3A|10143,CLCA2|9635
CLDN6|9074,CLDN2|9075,CLEC18A|348174,CLGN|1047,CLCA4|22802
CLDN8|9073,CLDN6|9074,CLEC18B|497190,CLIC6|54102,CLDN10|9071
CLEC18A|348174,CLDN8|9073,CLEC18C|283971,CLRN3|119467,CLDN18|51208
CLEC18B|497190,CLEC18A|348174,CLEC3A|10143,CLSTN2|64084,CLDN2|9075
CLEC18C|283971,CLEC18B|497190,CLGN|1047,CLUL1|27098,CLDN6|9074
CLEC3A|10143,CLEC18C|283971,CLIC6|54102,CMYA5|202333,CLDN8|9073
CLGN|1047,CLEC3A|10143,CLRN3|119467,CNGA3|1261,CLEC18A|348174
CLIC6|54102,CLGN|1047,CLSTN2|64084,CNKSR1|10256,CLEC18B|497190
CLRN3|119467,CLIC6|54102,CLUL1|27098,CNN1|1264,CLEC18C|283971
CLSTN2|64084,CLRN3|119467,CMYA5|202333,CNNM1|26507,CLEC3A|10143
CLUL1|27098,CLSTN2|64084,CNGA3|1261,CNTD2|79935,CLGN|1047
CLU|1191,CLUL1|27098,CNKSR1|10256,CNTFR|1271,CLIC6|54102
CMYA5|202333,CMYA5|202333,CNN1|1264,CNTN1|1272,CLRN3|119467
CNGA3|1261,CNGA3|1261,CNNM1|26507,CNTN3|5067,CLSTN2|64084
CNKSR1|10256,CNKSR1|10256,CNTD2|79935,CNTNAP2|26047,CLUL1|27098
CNN1|1264,CNN1|1264,CNTFR|1271,COCH|1690,CMYA5|202333
CNNM1|26507,CNNM1|26507,CNTN1|1272,COL10A1|1300,CNGA3|1261
CNTD2|79935,CNTD2|79935,CNTN3|5067,COL11A1|1301,CNKSR1|10256
CNTFR|1271,CNTFR|1271,CNTNAP2|26047,COL17A1|1308,CNN1|1264
CNTN1|1272,CNTN1|1272,COCH|1690,COL1A1|1277,CNNM1|26507
CNTN3|5067,CNTN3|5067,COL10A1|1300,COL22A1|169044,CNTD2|79935
CNTNAP2|26047,CNTNAP2|26047,COL11A1|1301,COL23A1|91522,CNTFR|1271
COCH|1690,COCH|1690,COL17A1|1308,COL25A1|84570,CNTN1|1272
COL10A1|1300,COL10A1|1300,COL22A1|169044,COL28A1|340267,CNTN3|5067
COL11A1|1301,COL11A1|1301,COL23A1|91522,COL29A1|256076,CNTNAP2|26047
COL17A1|1308,COL17A1|1308,COL25A1|84570,COL2A1|1280,COCH|1690
COL1A1|1277,COL22A1|169044,COL28A1|340267,COL4A3|1285,COL10A1|1300
COL22A1|169044,COL23A1|91522,COL29A1|256076,COL4A4|1286,COL11A1|1301
COL23A1|91522,COL25A1|84570,COL2A1|1280,COL4A5|1287,COL17A1|1308
COL25A1|84570,COL28A1|340267,COL4A3|1285,COL4A6|1288,COL22A1|169044
COL28A1|340267,COL29A1|256076,COL4A4|1286,COL6A6|131873,COL23A1|91522
COL29A1|256076,COL2A1|1280,COL4A5|1287,COL7A1|1294,COL25A1|84570
COL2A1|1280,COL4A3|1285,COL4A6|1288,COL9A1|1297,COL28A1|340267
COL4A3|1285,COL4A4|1286,COL6A6|131873,COL9A2|1298,COL29A1|256076
COL4A4|1286,COL4A5|1287,COL7A1|1294,COL9A3|1299,COL2A1|1280
COL4A5|1287,COL4A6|1288,COL9A1|1297,COLEC12|81035,COL4A3|1285
COL4A6|1288,COL6A6|131873,COL9A2|1298,COMP|1311,COL4A4|1286
COL6A6|131873,COL7A1|1294,COL9A3|1299,CPA4|51200,COL4A5|1287
COL7A1|1294,COL9A1|1297,COLEC12|81035,CPA6|57094,COL4A6|1288
COL9A1|1297,COL9A2|1298,COMP|1311,CPAMD8|27151,COL6A6|131873
COL9A2|1298,COL9A3|1299,CPA3|1359,CPB1|1360,COL7A1|1294
COL9A3|1299,COLEC11|78989,CPA4|51200,CPLX2|10814,COL9A1|1297
COLEC12|81035,COLEC12|81035,CPA6|57094,CPLX3|594855,COL9A2|1298
COMP|1311,COMP|1311,CPAMD8|27151,CPNE4|131034,COL9A3|1299
CPA3|1359,CPA4|51200,CPB1|1360,CPS1|1373,COLEC12|81035
CPA4|51200,CPA6|57094,CPLX2|10814,CP|1356,COMP|1311
CPA6|57094,CPAMD8|27151,CPLX3|594855,CR2|1380,CPA3|1359
CPAMD8|27151,CPB1|1360,CPNE4|131034,CRABP1|1381,CPA4|51200
CPB1|1360,CPLX2|10814,CPS1|1373,CRABP2|1382,CPA6|57094
CPLX2|10814,CPLX3|594855,CP|1356,CREB3L1|90993,CPAMD8|27151
CPLX3|594855,CPNE4|131034,CR2|1380,CREB3L3|84699,CPB1|1360
CPNE4|131034,CPS1|1373,CRABP1|1381,CRIP1|1396,CPLX2|10814
CPS1|1373,CP|1356,CRABP2|1382,CRISP3|10321,CPLX3|594855
CP|1356,CR2|1380,CREB3L1|90993,CRISPLD1|83690,CPNE4|131034
CR2|1380,CRABP1|1381,CREB3L3|84699,CRLF1|9244,CPS1|1373
CRABP1|1381,CRABP2|1382,CRIP1|1396,CRTAC1|55118,CP|1356
CRABP2|1382,CREB3L1|90993,CRISP3|10321,CRYAB|1410,CR2|1380
CREB3L1|90993,CREB3L3|84699,CRISPLD1|83690,CRYM|1428,CRABP1|1381
CREB3L3|84699,CRISP3|10321,CRLF1|9244,CSDC2|27254,CRABP2|1382
CRISP3|10321,CRISPLD1|83690,CRTAC1|55118,CSF3|1440,CREB3L1|90993
CRISPLD1|83690,CRLF1|9244,CRYAB|1410,CSMD1|64478,CREB3L3|84699
CRLF1|9244,CRTAC1|55118,CRYM|1428,CST1|1469,CRISP3|10321
CRTAC1|55118,CRYAB|1410,CSAG1|158511,CST2|1470,CRISPLD1|83690
CRYAB|1410,CRYM|1428,CSAG3|389903,CST4|1472,CRLF1|9244
CRYM|1428,CSAG1|158511,CSF3|1440,CST5|1473,CRTAC1|55118
CSAG3|389903,CSAG3|389903,CSMD1|64478,CST6|1474,CRYAB|1410
CSF3|1440,CSDC2|27254,CST1|1469,CST9|128822,CRYM|1428
CSMD1|64478,CSF3|1440,CST2|1470,CT62|196993,CSAG3|389903
CST1|1469,CST1|1469,CST4|1472,CTHRC1|115908,CSF3|1440
CST2|1470,CST2|1470,CST5|1473,CTNND2|1501,CSMD1|64478
CST4|1472,CST4|1472,CST6|1474,CTSE|1510,CST1|1469
CST5|1473,CST5|1473,CST9|128822,CTSG|1511,CST2|1470
CST6|1474,CST6|1474,CT62|196993,CTTNBP2|83992,CST4|1472
CST9|128822,CST9|128822,CTHRC1|115908,CUBN|8029,CST5|1473
CT62|196993,CT62|196993,CTNND2|1501,CUX2|23316,CST6|1474
CTHRC1|115908,CTHRC1|115908,CTSE|1510,CWH43|80157,CST9|128822
CTNND2|1501,CTNND2|1501,CTSG|1511,CXCL13|10563,CT62|196993
CTSE|1510,CTSE|1510,CTTNBP2|83992,CXCL14|9547,CTHRC1|115908
CTSG|1511,CTSG|1511,CUBN|8029,CXCL17|284340,CTNND2|1501
CTTNBP2|83992,CTTNBP2|83992,CUX2|23316,CXCL1|2919,CTSE|1510
CUBN|8029,CUBN|8029,CWH43|80157,CXCL2|2920,CTSG|1511
CUX2|23316,CUX2|23316,CXADRP3|440224,CXCL3|2921,CUBN|8029
CWH43|80157,CWH43|80157,CXCL13|10563,CXCL5|6374,CUX2|23316
CXADRP3|440224,CXADRP3|440224,CXCL14|9547,CXCL6|6372,CWH43|80157
CXCL13|10563,CXCL13|10563,CXCL17|284340,CXCL9|4283,CXCL13|10563
CXCL14|9547,CXCL14|9547,CXCL1|2919,CXCR2P1|3580,CXCL14|9547
CXCL17|284340,CXCL17|284340,CXCL2|2920,CXorf61|203413,CXCL17|284340
CXCL1|2919,CXCL1|2919,CXCL3|2921,CYP1B1|1545,CXCL1|2919
CXCL2|2920,CXCL2|2920,CXCL5|6374,CYP21A2|1589,CXCL2|2920
CXCL3|2921,CXCL3|2921,CXCL6|6372,CYP24A1|1591,CXCL3|2921
CXCL5|6374,CXCL5|6374,CXCL9|4283,CYP26A1|1592,CXCL5|6374
CXCL6|6372,CXCL6|6372,CXCR2P1|3580,CYP2A6|1548,CXCL6|6372
CXCL9|4283,CXCL9|4283,CXorf61|203413,CYP2A7|1549,CXCL9|4283
CXCR2P1|3580,CXCR2P1|3580,CYP1B1|1545,CYP2B6|1555,CXCR2P1|3580
CXorf61|203413,CXorf61|203413,CYP21A2|1589,CYP2B7P1|1556,CXorf61|203413
CYP1B1|1545,CYP1B1|1545,CYP24A1|1591,CYP2C18|1562,CYP1B1|1545
CYP21A2|1589,CYP21A2|1589,CYP26A1|1592,CYP2S1|29785,CYP21A2|1589
CYP24A1|1591,CYP24A1|1591,CYP2A6|1548,CYP2W1|54905,CYP24A1|1591
CYP26A1|1592,CYP26A1|1592,CYP2A7|1549,CYP39A1|51302,CYP26A1|1592
CYP2A6|1548,CYP2A6|1548,CYP2B6|1555,CYP3A5|1577,CYP2A6|1548
CYP2A7|1549,CYP2A7|1549,CYP2B7P1|1556,CYP4A11|1579,CYP2B6|1555
CYP2B6|1555,CYP2B6|1555,CYP2C18|1562,CYP4B1|1580,CYP2B7P1|1556
CYP2B7P1|1556,CYP2B7P1|1556,CYP2J2|1573,CYP4F11|57834,CYP2C18|1562
CYP2C18|1562,CYP2C18|1562,CYP2S1|29785,CYP4F12|66002,CYP2S1|29785
CYP2S1|29785,CYP2S1|29785,CYP2W1|54905,CYP4F22|126410,CYP2W1|54905
CYP2W1|54905,CYP2W1|54905,CYP39A1|51302,CYP4F2|8529,CYP39A1|51302
CYP39A1|51302,CYP39A1|51302,CYP3A5|1577,CYP4F3|4051,CYP3A5|1577
CYP3A5|1577,CYP3A5|1577,CYP4A11|1579,CYP4F8|11283,CYP4A11|1579
CYP4A11|1579,CYP4A11|1579,CYP4B1|1580,CYP4X1|260293,CYP4B1|1580
CYP4B1|1580,CYP4B1|1580,CYP4F11|57834,CYP4Z1|199974,CYP4F11|57834
CYP4F11|57834,CYP4F11|57834,CYP4F12|66002,CYP4Z2P|163720,CYP4F12|66002
CYP4F12|66002,CYP4F12|66002,CYP4F22|126410,CYP8B1|1582,CYP4F22|126410
CYP4F22|126410,CYP4F22|126410,CYP4F2|8529,CYS1|192668,CYP4F2|8529
CYP4F2|8529,CYP4F2|8529,CYP4F3|4051,CYorf15A|246126,CYP4F3|4051
CYP4F3|4051,CYP4F3|4051,CYP4F8|11283,CYorf15B|84663,CYP4F8|11283
CYP4F8|11283,CYP4F8|11283,CYP4X1|260293,DACH1|1602,CYP4X1|260293
CYP4X1|260293,CYP4X1|260293,CYP4Z1|199974,DACT2|168002,CYP4Z1|199974
CYP4Z1|199974,CYP4Z1|199974,CYP4Z2P|163720,DAO|1610,CYP4Z2P|163720
CYP4Z2P|163720,CYP4Z2P|163720,CYP8B1|1582,DAPL1|92196,CYP8B1|1582
CYP8B1|1582,CYP8B1|1582,CYS1|192668,DARC|2532,CYS1|192668
CYS1|192668,CYS1|192668,CYorf15A|246126,DBC1|1620,CYorf15A|246126
CYorf15A|246126,CYorf15A|246126,CYorf15B|84663,DCAF12L1|139170,CYorf15B|84663
CYorf15B|84663,CYorf15B|84663,DACH1|1602,DCDC2|51473,DACH1|1602
DACH1|1602,DACH1|1602,DACT2|168002,DCD|117159,DACT2|168002
DACT2|168002,DACT2|168002,DAO|1610,DCLK1|9201,DAO|1610
DAO|1610,DAO|1610,DAPL1|92196,DCN|1634,DAPL1|92196
DAPL1|92196,DAPL1|92196,DARC|2532,DCX|1641,DARC|2532
DARC|2532,DARC|2532,DAZ1|1617,DDC|1644,DBC1|1620
DBC1|1620,DAZ1|1617,DBC1|1620,DDIT4L|115265,DCAF12L1|139170
DCAF12L1|139170,DBC1|1620,DCAF12L1|139170,DDX3Y|8653,DCDC2|51473
DCDC2|51473,DCAF12L1|139170,DCDC2|51473,DDX43|55510,DCD|117159
DCLK1|9201,DCDC2|51473,DCD|117159,DEFA5|1670,DCLK1|9201
DCN|1634,DCD|117159,DCLK1|9201,DEFB132|400830,DCN|1634
DCX|1641,DCLK1|9201,DCN|1634,DEFB1|1672,DCX|1641
DDC|1644,DCN|1634,DCX|1641,DEGS2|123099,DDC|1644
DDIT4L|115265,DCX|1641,DDC|1644,DES|1674,DDIT4L|115265
DDX3Y|8653,DDC|1644,DDIT4L|115265,DGCR5|26220,DDX3Y|8653
DDX43|55510,DDIT4L|115265,DDX3Y|8653,DGCR9|25787,DDX43|55510
DEFA5|1670,DDX3Y|8653,DDX43|55510,DHDPSL|112817,DEFB132|400830
DEFB132|400830,DDX43|55510,DEFA5|1670,DHRS2|10202,DEFB1|1672
DEFB1|1672,DEFA5|1670,DEFA6|1671,DIO1|1733,DEGS2|123099
DEGS2|123099,DEFA6|1671,DEFB132|400830,DIRAS1|148252,DES|1674
DES|1674,DEFB132|400830,DEFB1|1672,DIRAS2|54769,DGCR5|26220
DGCR5|26220,DEFB1|1672,DEGS2|123099,DKK1|22943,DGCR9|25787
DGCR9|25787,DEGS2|123099,DES|1674,DLGAP1|9229,DHDPSL|112817
DHDPSL|112817,DES|1674,DGCR5|26220,DLK1|8788,DHRS2|10202
DHRS2|10202,DGCR5|26220,DGCR9|25787,DLK2|65989,DIO1|1733
DIO1|1733,DGCR9|25787,DHDPSL|112817,DLL3|10683,DIRAS1|148252
DIRAS1|148252,DHDPSL|112817,DHRS2|10202,DLX1|1745,DIRAS2|54769
DIRAS2|54769,DHRS2|10202,DIO1|1733,DLX2|1746,DKK1|22943
DKK1|22943,DIO1|1733,DIRAS1|148252,DLX3|1747,DLGAP1|9229
DLGAP1|9229,DIRAS1|148252,DIRAS2|54769,DMBT1|1755,DLK1|8788
DLK1|8788,DIRAS2|54769,DKK1|22943,DMGDH|29958,DLK2|65989
DLK2|65989,DKK1|22943,DLGAP1|9229,DMKN|93099,DLL3|10683
DLL3|10683,DLGAP1|9229,DLK1|8788,DMRTA1|63951,DLX1|1745
DLX1|1745,DLK1|8788,DLK2|65989,DNAH11|8701,DLX2|1746
DLX2|1746,DLK2|65989,DLL3|10683,DNAH2|146754,DLX3|1747
DLX3|1747,DLL3|10683,DLX1|1745,DNAH3|55567,DMBT1|1755
DMBT1|1755,DLX1|1745,DLX2|1746,DNAH5|1767,DMGDH|29958
DMGDH|29958,DLX2|1746,DLX3|1747,DNAH8|1769,DMKN|93099
DMRTA1|63951,DLX3|1747,DMBT1|1755,DNAH9|1770,DMRTA1|63951
DNAH11|8701,DMBT1|1755,DMGDH|29958,DNAJB13|374407,DNAH11|8701
DNAH2|146754,DMGDH|29958,DMKN|93099,DNAJC12|56521,DNAH2|146754
DNAH3|55567,DMRTA1|63951,DMRTA1|63951,DNAJC22|79962,DNAH3|55567
DNAH5|1767,DNAH11|8701,DNAH11|8701,DNASE1L3|1776,DNAH5|1767
DNAH8|1769,DNAH2|146754,DNAH2|146754,DNASE2B|58511,DNAH8|1769
DNAH9|1770,DNAH3|55567,DNAH3|55567,DNER|92737,DNAH9|1770
DNAJB13|374407,DNAH5|1767,DNAH5|1767,DOC2A|8448,DNAJB13|374407
DNAJC12|56521,DNAH8|1769,DNAH8|1769,DOK7|285489,DNAJC12|56521
DNALI1|7802,DNAJB13|374407,DNAH9|1770,DPCR1|135656,DNASE1L3|1776
DNASE1L3|1776,DNAJC12|56521,DNAJB13|374407,DPEP1|1800,DNASE2B|58511
DNASE2B|58511,DNASE1L3|1776,DNAJC12|56521,DPP10|57628,DNER|92737
DNER|92737,DNASE2B|58511,DNALI1|7802,DPP4|1803,DOC2A|8448
DOC2A|8448,DNER|92737,DNASE1L3|1776,DPT|1805,DOK7|285489
DOK7|285489,DOC2A|8448,DNASE2B|58511,DPY19L2|283417,DPCR1|135656
DPCR1|135656,DOK7|285489,DNER|92737,DPYSL4|10570,DPEP1|1800
DPEP1|1800,DPCR1|135656,DOC2A|8448,DPYSL5|56896,DPP10|57628
DPP10|57628,DPEP1|1800,DOK7|285489,DPYS|1807,DPP4|1803
DPP4|1803,DPP10|57628,DPCR1|135656,DQX1|165545,DPT|1805
DPT|1805,DPP4|1803,DPEP1|1800,DSC3|1825,DPY19L2|283417
DPY19L2P4|442523,DPT|1805,DPP10|57628,DSCAML1|57453,DPYSL4|10570
DPY19L2|283417,DPY19L2P4|442523,DPP4|1803,DSG1|1828,DPYS|1807
DPYSL4|10570,DPY19L2|283417,DPT|1805,DSG3|1830,DQX1|165545
DPYSL5|56896,DPYSL4|10570,DPY19L2P4|442523,DUOX1|53905,DSC3|1825
DPYS|1807,DPYS|1807,DPY19L2|283417,DUOX2|50506,DSCAML1|57453
DQX1|165545,DQX1|165545,DPYSL4|10570,DUOXA1|90527,DSG1|1828
DSC3|1825,DSC3|1825,DPYSL5|56896,DUOXA2|405753,DSG3|1830
DSCAML1|57453,DSCAML1|57453,DPYS|1807,DUSP13|51207,DUOX1|53905
DSG3|1830,DSG1|1828,DQX1|165545,DUSP27|92235,DUOX2|50506
DUOX1|53905,DSG3|1830,DSC3|1825,EDAR|10913,DUOXA1|90527
DUOX2|50506,DUOX1|53905,DSCAML1|57453,EDIL3|10085,DUOXA2|405753
DUOXA1|90527,DUOX2|50506,DSG3|1830,EDN3|1908,DUSP27|92235
DUOXA2|405753,DUOXA1|90527,DUOX1|53905,EEF1A2|1917,ECEL1|9427
DUSP27|92235,DUOXA2|405753,DUOX2|50506,EFHD1|80303,EDAR|10913
EDAR|10913,DUSP13|51207,DUOXA1|90527,EGFL6|25975,EDN3|1908
EDIL3|10085,DUSP27|92235,DUOXA2|405753,EGF|1950,EEF1A2|1917
EDN3|1908,ECEL1|9427,DUSP13|51207,EGLN3|112399,EFCAB1|79645
EEF1A2|1917,EDAR|10913,DUSP27|92235,EGOT|100126791,EFHD1|80303
EFHD1|80303,EDIL3|10085,EDAR|10913,EHF|26298,EGFL6|25975
EGFL6|25975,EDN3|1908,EDN3|1908,EIF1AY|9086,EGF|1950
EGFR|1956,EEF1A2|1917,EEF1A2|1917,ELF5|2001,EGLN3|112399
EGF|1950,EFHD1|80303,EFHD1|80303,ELFN2|114794,EGOT|100126791
EGLN3|112399,EGFL6|25975,EGFL6|25975,ELOVL2|54898,EHF|26298
EGOT|100126791,EGFR|1956,EGFR|1956,EMID2|136227,EIF1AY|9086
EHF|26298,EGF|1950,EGF|1950,EMILIN3|90187,ELF5|2001
EIF1AY|9086,EGLN3|112399,EGLN3|112399,EMX1|2016,ELFN2|114794
ELF5|2001,EGOT|100126791,EGOT|100126791,EMX2OS|196047,ELOVL2|54898
ELFN2|114794,EHF|26298,EHF|26298,EMX2|2018,EMID2|136227
ELOVL2|54898,EIF1AY|9086,EIF1AY|9086,EN1|2019,EMILIN3|90187
EMID2|136227,ELF5|2001,ELF5|2001,ENAM|10117,EMX1|2016
EMILIN3|90187,ELFN2|114794,ELFN2|114794,ENHO|375704,EMX2OS|196047
EMX1|2016,ELOVL2|54898,ELOVL2|54898,ENPEP|2028,EMX2|2018
EMX2OS|196047,EMID2|136227,EMID2|136227,ENPP1|5167,EN1|2019
EMX2|2018,EMILIN3|90187,EMILIN3|90187,ENPP2|5168,EN2|2020
EN1|2019,EMX1|2016,EMX1|2016,ENPP3|5169,ENAM|10117
EN2|2020,EMX2OS|196047,EMX2OS|196047,ENTPD3|956,ENPEP|2028
ENAM|10117,EMX2|2018,EMX2|2018,ENTPD8|377841,ENPP1|5167
ENPEP|2028,EN1|2019,EN1|2019,EPB41L4B|54566,ENPP3|5169
ENPP1|5167,ENAM|10117,EN2|2020,EPHA10|284656,ENTPD3|956
ENPP3|5169,ENPEP|2028,ENAM|10117,EPHA3|2042,ENTPD8|377841
ENTPD3|956,ENPP1|5167,ENPEP|2028,EPHA5|2044,EPB41L4B|54566
ENTPD8|377841,ENPP2|5168,ENPP1|5167,EPHA6|285220,EPHA10|284656
EPB41L4B|54566,ENPP3|5169,ENPP3|5169,EPHA7|2045,EPHA3|2042
EPHA10|284656,ENTPD3|956,ENTPD3|956,EPHB6|2051,EPHA5|2044
EPHA3|2042,ENTPD8|377841,ENTPD8|377841,EPHX3|79852,EPHA6|285220
EPHA5|2044,EPB41L4B|54566,EPB41L4B|54566,EPN3|55040,EPHA7|2045
EPHA6|285220,EPHA10|284656,EPHA10|284656,EPO|2056,EPHB6|2051
EPHA7|2045,EPHA3|2042,EPHA3|2042,EPS8L3|79574,EPHX3|79852
EPHB6|2051,EPHA5|2044,EPHA5|2044,EPYC|1833,EPN3|55040
EPHX3|79852,EPHA6|285220,EPHA6|285220,ERBB4|2066,EPO|2056
EPN3|55040,EPHA7|2045,EPHA7|2045,EREG|2069,EPS8L3|79574
EPO|2056,EPHB6|2051,EPHB6|2051,ERN2|10595,EPYC|1833
EPS8L3|79574,EPHX3|79852,EPHX3|79852,ESM1|11082,ERBB4|2066
EPYC|1833,EPN3|55040,EPN3|55040,ESR1|2099,EREG|2069
ERBB4|2066,EPO|2056,EPO|2056,ESRP1|54845,ERN2|10595
EREG|2069,EPS8L3|79574,EPS8L3|79574,ESRRG|2104,ESM1|11082
ERN2|10595,EPYC|1833,EPYC|1833,ESYT3|83850,ESR1|2099
ESM1|11082,ERBB4|2066,ERBB4|2066,ETV4|2118,ESRP1|54845
ESR1|2099,EREG|2069,EREG|2069,EYA1|2138,ESRRG|2104
ESRP1|54845,ERN2|10595,ERN2|10595,EYA2|2139,ESYT3|83850
ESRRG|2104,ESM1|11082,ESM1|11082,EYA4|2070,ETV4|2118
