fold_1,fold_2,fold_3,fold_4,fold_5
SFN|2810,SFTA1P|207107,SFTA2|389376,SFRP2|6423,SFTPA2|729238
SFRP1|6422,SFTA2|389376,SFTA3|253970,SFRP4|6424,SFTPB|6439
SFRP2|6423,SFTA3|253970,SFTPA1|653509,SFTA1P|207107,SFTPC|6440
SFRP4|6424,SFTPA1|653509,SFTPA2|729238,SFTA2|389376,SFTPD|6441
SFTA1P|207107,SFTPA2|729238,SFTPB|6439,SFTA3|253970,SGCA|6442
SFTA2|389376,SFTPB|6439,SFTPC|6440,SFTPA1|653509,SGEF|26084
SFTA3|253970,SFTPC|6440,SFTPD|6441,SFTPA2|729238,SGK2|10110
SFTPA1|653509,SFTPD|6441,SGCA|6442,SFTPB|6439,SGPP2|130367
SFTPA2|729238,SGCA|6442,SGEF|26084,SFTPC|6440,SH3GL2|6456
SFTPB|6439,SGEF|26084,SGK2|10110,SFTPD|6441,SH3RF2|153769
SFTPC|6440,SGK2|10110,SGPP2|130367,SGCA|6442,SHH|6469
SFTPD|6441,SGPP2|130367,SH3GL2|6456,SGK2|10110,SHISA2|387914
SGCA|6442,SH3GL2|6456,SH3RF2|153769,SGPP2|130367,SHISA3|152573
SGEF|26084,SH3RF2|153769,SHH|6469,SH3GL2|6456,SHISA9|729993
SGK2|10110,SHH|6469,SHISA2|387914,SH3RF2|153769,SHOX2|6474
SGPP2|130367,SHISA2|387914,SHISA3|152573,SHH|6469,SIM1|6492
SH3GL2|6456,SHISA3|152573,SHISA9|729993,SHISA2|387914,SIM2|6493
SH3RF2|153769,SHISA9|729993,SHOX2|6474,SHISA3|152573,SIX1|6495
SHH|6469,SHOX2|6474,SIM1|6492,SHISA9|729993,SIX2|10736
SHISA2|387914,SIM1|6492,SIM2|6493,SHOX2|6474,SIX4|51804
SHISA3|152573,SIM2|6493,SIX1|6495,SIM1|6492,SI|6476
SHISA9|729993,SIX1|6495,SIX2|10736,SIM2|6493,SLC10A2|6555
SHOX2|6474,SIX2|10736,SIX4|51804,SIX1|6495,SLC12A1|6557
SIM1|6492,SIX4|51804,SI|6476,SIX2|10736,SLC13A1|6561
SIM2|6493,SI|6476,SLC10A2|6555,SIX4|51804,SLC13A2|9058
SIX1|6495,SLAIN1|122060,SLC12A1|6557,SI|6476,SLC13A3|64849
SIX2|10736,SLC10A2|6555,SLC13A1|6561,SLC10A2|6555,SLC14A1|6563
SIX4|51804,SLC12A1|6557,SLC13A2|9058,SLC12A1|6557,SLC15A1|6564
SI|6476,SLC13A1|6561,SLC13A3|64849,SLC13A1|6561,SLC15A2|6565
SLC10A2|6555,SLC13A2|9058,SLC14A1|6563,SLC13A2|9058,SLC16A12|387700
SLC12A1|6557,SLC13A3|64849,SLC15A1|6564,SLC13A3|64849,SLC16A4|9122
SLC13A1|6561,SLC14A1|6563,SLC15A2|6565,SLC14A1|6563,SLC16A6|9120
SLC13A2|9058,SLC15A1|6564,SLC16A12|387700,SLC15A1|6564,SLC16A9|220963
SLC13A3|64849,SLC15A2|6565,SLC16A4|9122,SLC15A2|6565,SLC17A1|6568
SLC14A1|6563,SLC16A12|387700,SLC16A6|9120,SLC16A12|387700,SLC17A2|10246
SLC15A1|6564,SLC16A4|9122,SLC16A9|220963,SLC16A4|9122,SLC17A3|10786
SLC15A2|6565,SLC16A6|9120,SLC17A1|6568,SLC16A6|9120,SLC17A4|10050
SLC16A12|387700,SLC16A9|220963,SLC17A2|10246,SLC16A9|220963,SLC17A9|63910
SLC16A4|9122,SLC17A1|6568,SLC17A3|10786,SLC17A1|6568,SLC19A3|80704
SLC16A6|9120,SLC17A2|10246,SLC17A4|10050,SLC17A2|10246,SLC1A2|6506
SLC16A9|220963,SLC17A3|10786,SLC17A9|63910,SLC17A3|10786,SLC1A7|6512
SLC17A1|6568,SLC17A4|10050,SLC19A3|80704,SLC17A4|10050,SLC22A11|55867
SLC17A2|10246,SLC17A9|63910,SLC1A2|6506,SLC17A9|63910,SLC22A12|116085
SLC17A3|10786,SLC19A3|80704,SLC1A7|6512,SLC19A3|80704,SLC22A2|6582
SLC17A4|10050,SLC1A2|6506,SLC22A11|55867,SLC1A2|6506,SLC22A3|6581
SLC19A3|80704,SLC1A7|6512,SLC22A12|116085,SLC1A7|6512,SLC22A6|9356
SLC1A2|6506,SLC22A11|55867,SLC22A2|6582,SLC22A11|55867,SLC23A1|9963
SLC1A7|6512,SLC22A12|116085,SLC22A3|6581,SLC22A12|116085,SLC23A3|151295
SLC22A11|55867,SLC22A2|6582,SLC22A6|9356,SLC22A2|6582,SLC26A3|1811
SLC22A12|116085,SLC22A3|6581,SLC23A1|9963,SLC22A3|6581,SLC26A4|5172
SLC22A2|6582,SLC22A6|9356,SLC23A3|151295,SLC22A6|9356,SLC26A9|115019
SLC22A3|6581,SLC23A1|9963,SLC26A3|1811,SLC23A1|9963,SLC27A2|11001
SLC22A6|9356,SLC23A3|151295,SLC26A4|5172,SLC23A3|151295,SLC27A6|28965
SLC23A1|9963,SLC26A3|1811,SLC26A9|115019,SLC26A3|1811,SLC28A1|9154
SLC23A3|151295,SLC26A4|5172,SLC27A6|28965,SLC26A4|5172,SLC28A3|64078
SLC26A3|1811,SLC26A9|115019,SLC28A1|9154,SLC26A9|115019,SLC2A12|154091
SLC26A4|5172,SLC27A6|28965,SLC28A2|9153,SLC27A6|28965,SLC2A2|6514
SLC26A9|115019,SLC28A1|9154,SLC28A3|64078,SLC28A1|9154,SLC2A5|6518
SLC27A6|28965,SLC28A2|9153,SLC2A12|154091,SLC28A2|9153,SLC30A2|7780
SLC28A1|9154,SLC28A3|64078,SLC2A2|6514,SLC28A3|64078,SLC30A8|169026
SLC28A2|9153,SLC2A12|154091,SLC2A5|6518,SLC2A12|154091,SLC34A2|10568
SLC28A3|64078,SLC2A2|6514,SLC30A2|7780,SLC2A2|6514,SLC35F3|148641
SLC2A12|154091,SLC2A5|6518,SLC30A8|169026,SLC2A5|6518,SLC38A11|151258
SLC2A2|6514,SLC30A2|7780,SLC34A2|10568,SLC30A2|7780,SLC38A3|10991
SLC2A5|6518,SLC30A8|169026,SLC35F3|148641,SLC30A8|169026,SLC38A4|55089
SLC30A2|7780,SLC34A2|10568,SLC38A11|151258,SLC34A2|10568,SLC38A5|92745
SLC30A8|169026,SLC35F3|148641,SLC38A3|10991,SLC35F3|148641,SLC39A2|29986
SLC34A2|10568,SLC38A11|151258,SLC38A4|55089,SLC38A11|151258,SLC39A5|283375
SLC35F3|148641,SLC38A3|10991,SLC38A5|92745,SLC38A3|10991,SLC3A1|6519
SLC38A11|151258,SLC38A4|55089,SLC39A2|29986,SLC38A4|55089,SLC44A4|80736
SLC38A3|10991,SLC38A5|92745,SLC39A5|283375,SLC38A5|92745,SLC44A5|204962
SLC38A5|92745,SLC39A2|29986,SLC3A1|6519,SLC39A2|29986,SLC45A3|85414
SLC39A2|29986,SLC39A5|283375,SLC44A4|80736,SLC39A5|283375,SLC47A1|55244
SLC39A5|283375,SLC3A1|6519,SLC44A5|204962,SLC3A1|6519,SLC4A4|8671
SLC3A1|6519,SLC44A4|80736,SLC45A2|51151,SLC44A4|80736,SLC4A8|9498
SLC44A4|80736,SLC44A5|204962,SLC45A3|85414,SLC44A5|204962,SLC5A10|125206
SLC44A5|204962,SLC45A3|85414,SLC47A1|55244,SLC45A3|85414,SLC5A12|159963
SLC45A3|85414,SLC47A1|55244,SLC4A4|8671,SLC47A1|55244,SLC5A1|6523
SLC47A1|55244,SLC4A4|8671,SLC4A8|9498,SLC4A3|6508,SLC5A8|160728
SLC4A4|8671,SLC4A8|9498,SLC5A10|125206,SLC4A4|8671,SLC5A9|200010
SLC4A8|9498,SLC5A10|125206,SLC5A12|159963,SLC4A8|9498,SLC6A11|6538
SLC5A10|125206,SLC5A12|159963,SLC5A1|6523,SLC5A10|125206,SLC6A12|6539
SLC5A12|159963,SLC5A1|6523,SLC5A8|160728,SLC5A12|159963,SLC6A13|6540
SLC5A1|6523,SLC5A8|160728,SLC5A9|200010,SLC5A1|6523,SLC6A14|11254
SLC5A8|160728,SLC5A9|200010,SLC6A11|6538,SLC5A8|160728,SLC6A15|55117
SLC5A9|200010,SLC6A11|6538,SLC6A12|6539,SLC5A9|200010,SLC6A18|348932
SLC6A11|6538,SLC6A12|6539,SLC6A13|6540,SLC6A11|6538,SLC6A19|340024
SLC6A12|6539,SLC6A13|6540,SLC6A14|11254,SLC6A12|6539,SLC6A20|54716
SLC6A13|6540,SLC6A14|11254,SLC6A15|55117,SLC6A13|6540,SLC6A3|6531
SLC6A14|11254,SLC6A15|55117,SLC6A18|348932,SLC6A14|11254,SLC6A4|6532
SLC6A15|55117,SLC6A18|348932,SLC6A19|340024,SLC6A15|55117,SLC7A10|56301
SLC6A18|348932,SLC6A19|340024,SLC6A20|54716,SLC6A18|348932,SLC7A2|6542
SLC6A19|340024,SLC6A20|54716,SLC6A3|6531,SLC6A19|340024,SLC7A3|84889
SLC6A20|54716,SLC6A3|6531,SLC6A4|6532,SLC6A20|54716,SLC7A4|6545
SLC6A3|6531,SLC6A4|6532,SLC7A10|56301,SLC6A3|6531,SLC7A9|11136
SLC6A4|6532,SLC7A10|56301,SLC7A2|6542,SLC6A4|6532,SLC9A2|6549
SLC7A10|56301,SLC7A2|6542,SLC7A3|84889,SLC7A10|56301,SLC9A3|6550
SLC7A2|6542,SLC7A3|84889,SLC7A4|6545,SLC7A2|6542,SLCO1A2|6579
SLC7A3|84889,SLC7A4|6545,SLC7A9|11136,SLC7A3|84889,SLCO1B3|28234
SLC7A4|6545,SLC7A9|11136,SLC9A2|6549,SLC7A4|6545,SLCO4A1|28231
SLC7A9|11136,SLC9A2|6549,SLC9A3|6550,SLC7A9|11136,SLCO4C1|353189
SLC9A2|6549,SLC9A3|6550,SLCO1A2|6579,SLC9A2|6549,SLFN13|146857
SLC9A3|6550,SLCO1A2|6579,SLCO1B3|28234,SLC9A3|6550,SLIT1|6585
SLCO1A2|6579,SLCO1B3|28234,SLCO4A1|28231,SLCO1A2|6579,SLITRK2|84631
SLCO1B3|28234,SLCO4A1|28231,SLCO4C1|353189,SLCO1B3|28234,SLITRK4|139065
SLCO4A1|28231,SLCO4C1|353189,SLCO5A1|81796,SLCO4A1|28231,SLITRK5|26050
SLCO4C1|353189,SLCO5A1|81796,SLFN13|146857,SLCO4C1|353189,SLITRK6|84189
SLFN13|146857,SLFN13|146857,SLIT1|6585,SLFN13|146857,SLPI|6590
SLIT1|6585,SLIT1|6585,SLITRK2|84631,SLIT1|6585,SMOC1|64093
SLITRK2|84631,SLITRK2|84631,SLITRK4|139065,SLITRK4|139065,SMTNL2|342527
SLITRK4|139065,SLITRK4|139065,SLITRK5|26050,SLITRK5|26050,SNAP25|6616
SLITRK5|26050,SLITRK5|26050,SLITRK6|84189,SLITRK6|84189,SNAP91|9892
SLITRK6|84189,SLITRK6|84189,SLPI|6590,SLPI|6590,SNORD116-4|100033416
SLPI|6590,SLPI|6590,SMAD9|4093,SMAD9|4093,SNTN|132203
SMAD9|4093,SMAD9|4093,SMOC1|64093,SMOC1|64093,SOHLH2|54937
SMOC1|64093,SMOC1|64093,SMTNL2|342527,SMTNL2|342527,SORCS1|114815
SMTNL2|342527,SMTNL2|342527,SNAP25|6616,SNAP25|6616,SORCS3|22986
SNAP25|6616,SNAP25|6616,SNAP91|9892,SNAP91|9892,SOSTDC1|25928
SNAP91|9892,SNAP91|9892,SNORD116-4|100033416,SNORD116-4|100033416,SOX10|6663
SNORD116-4|100033416,SNORD116-4|100033416,SNTN|132203,SNTN|132203,SOX11|6664
SNTN|132203,SNTN|132203,SORCS1|114815,SORCS1|114815,SOX21|11166
SORCS1|114815,SOHLH2|54937,SORCS3|22986,SORCS3|22986,SOX2|6657
SORCS3|22986,SORCS1|114815,SOSTDC1|25928,SOSTDC1|25928,SOX6|55553
SOSTDC1|25928,SORCS3|22986,SOX10|6663,SOX10|6663,SP5|389058
SOX10|6663,SOSTDC1|25928,SOX11|6664,SOX11|6664,SP8|221833
SOX11|6664,SOX10|6663,SOX21|11166,SOX21|11166,SPAG17|200162
SOX21|11166,SOX11|6664,SOX2|6657,SOX2|6657,SPAG6|9576
SOX2|6657,SOX21|11166,SOX6|55553,SOX6|55553,SPDEF|25803
SOX6|55553,SOX2|6657,SP5|389058,SP5|389058,SPDYC|387778
SP5|389058,SOX6|55553,SP8|221833,SP8|221833,SPESP1|246777
SP8|221833,SP5|389058,SPAG17|200162,SPAG17|200162,SPIB|6689
SPAG17|200162,SP8|221833,SPAG6|9576,SPAG6|9576,SPINK13|153218
SPAG6|9576,SPAG17|200162,SPDEF|25803,SPDEF|25803,SPINK1|6690
SPDEF|25803,SPAG6|9576,SPDYC|387778,SPDYC|387778,SPINK4|27290
SPDYC|387778,SPDEF|25803,SPESP1|246777,SPESP1|246777,SPINK5|11005
SPESP1|246777,SPDYC|387778,SPINK13|153218,SPINK13|153218,SPOCK1|6695
SPINK13|153218,SPESP1|246777,SPINK1|6690,SPINK1|6690,SPOCK3|50859
SPINK1|6690,SPIB|6689,SPINK4|27290,SPINK4|27290,SPON2|10417
SPINK4|27290,SPINK13|153218,SPINK5|11005,SPINK5|11005,SPP1|6696
SPINK5|11005,SPINK1|6690,SPINK8|646424,SPOCK1|6695,SPRR1B|6699
SPOCK1|6695,SPINK4|27290,SPOCK1|6695,SPOCK3|50859,SPTBN2|6712
SPOCK3|50859,SPINK5|11005,SPOCK3|50859,SPON2|10417,SRD5A2|6716
SPON2|10417,SPOCK1|6695,SPON2|10417,SPP1|6696,SRMS|6725
SPP1|6696,SPOCK3|50859,SPP1|6696,SPRR1B|6699,SRPK3|26576
SPRR1B|6699,SPON2|10417,SPRR1B|6699,SPTBN2|6712,SSTR1|6751
SPTBN2|6712,SPP1|6696,SPTBN2|6712,SRD5A2|6716,SST|6750
SRD5A2|6716,SPRR1B|6699,SRD5A2|6716,SRMS|6725,ST6GAL2|84620
SRMS|6725,SPTBN2|6712,SRMS|6725,SRPK3|26576,ST6GALNAC1|55808
SRPK3|26576,SRD5A2|6716,SRPK3|26576,SSTR1|6751,ST6GALNAC2|10610
SSTR1|6751,SRMS|6725,SSTR1|6751,SST|6750,ST6GALNAC5|81849
SST|6750,SRPK3|26576,SST|6750,ST6GAL2|84620,ST8SIA6|338596
ST6GAL2|84620,SSTR1|6751,ST6GAL2|84620,ST6GALNAC1|55808,STAC2|342667
ST6GALNAC1|55808,SST|6750,ST6GALNAC1|55808,ST6GALNAC2|10610,STAC|6769
ST6GALNAC2|10610,ST6GAL2|84620,ST6GALNAC2|10610,ST6GALNAC5|81849,STC2|8614
ST6GALNAC5|81849,ST6GALNAC1|55808,ST6GALNAC5|81849,ST8SIA6|338596,STEAP1|26872
ST8SIA6|338596,ST6GALNAC2|10610,ST8SIA6|338596,STAC2|342667,STEAP2|261729
STAC2|342667,ST6GALNAC5|81849,STAC2|342667,STC2|8614,STEAP4|79689
STC2|8614,ST8SIA6|338596,STC2|8614,STEAP1|26872,STK31|56164
STEAP1|26872,STAC2|342667,STEAP1|26872,STEAP2|261729,STK32A|202374
STEAP2|261729,STAC|6769,STEAP2|261729,STEAP4|79689,STK32B|55351
STEAP4|79689,STC2|8614,STEAP4|79689,STK31|56164,STK33|65975
STK31|56164,STEAP1|26872,STK31|56164,STK32A|202374,STMN2|11075
STK32A|202374,STEAP2|261729,STK32A|202374,STK32B|55351,STRA6|64220
STK32B|55351,STEAP4|79689,STK32B|55351,STK33|65975,STX19|415117
STK33|65975,STK31|56164,STK33|65975,STMN2|11075,STXBP5L|9515
STMN2|11075,STK32A|202374,STMN2|11075,STRA6|64220,STXBP6|29091
STRA6|64220,STK32B|55351,STRA6|64220,STX19|415117,STYK1|55359
STX19|415117,STK33|65975,STX19|415117,STXBP5L|9515,SUCNR1|56670
STXBP5L|9515,STMN2|11075,STXBP5L|9515,STXBP6|29091,SULT1C2|6819
STXBP6|29091,STRA6|64220,STXBP6|29091,STYK1|55359,SULT1C4|27233
STYK1|55359,STX19|415117,STYK1|55359,SUCNR1|56670,SULT2B1|6820
SULT1C2|6819,STXBP5L|9515,SUCNR1|56670,SULT1C2|6819,SULT4A1|25830
SULT1C4|27233,STXBP6|29091,SULT1C2|6819,SULT1C4|27233,SUSD3|203328
SULT2B1|6820,STYK1|55359,SULT1C4|27233,SULT2B1|6820,SUSD4|55061
SULT4A1|25830,SUCNR1|56670,SULT2B1|6820,SULT4A1|25830,SVOPL|136306
SUSD3|203328,SULT1C2|6819,SULT4A1|25830,SUSD3|203328,SYCE1L|100130958
SUSD4|55061,SULT1C4|27233,SUSD3|203328,SUSD4|55061,SYCE1|93426
SYCE1L|100130958,SULT2B1|6820,SUSD4|55061,SYCE1|93426,SYCP2|10388
SYCE1|93426,SULT4A1|25830,SYCE1L|100130958,SYCP2|10388,SYNPO2L|79933
SYCP2|10388,SUSD3|203328,SYCE1|93426,SYNPO2L|79933,SYT12|91683
SYT12|91683,SUSD4|55061,SYCP2|10388,SYNPO2|171024,SYT13|57586
SYT13|57586,SYCE1|93426,SYT12|91683,SYT12|91683,SYT1|6857
SYT1|6857,SYCP2|10388,SYT13|57586,SYT13|57586,SYT4|6860
SYT4|6860,SYNPO2L|79933,SYT1|6857,SYT1|6857,SYT7|9066
SYT7|9066,SYT12|91683,SYT4|6860,SYT4|6860,SYT8|90019
SYT8|90019,SYT13|57586,SYT7|9066,SYT7|9066,SYT9|143425
SYT9|143425,SYT1|6857,SYT8|90019,SYT8|90019,SYTL5|94122
SYTL5|94122,SYT4|6860,SYT9|143425,SYT9|143425,TAC1|6863
TAC1|6863,SYT7|9066,SYTL5|94122,SYTL5|94122,TACSTD2|4070
TACSTD2|4070,SYT8|90019,TAC1|6863,TAC1|6863,TARP|445347
TARP|445347,SYT9|143425,TACSTD2|4070,TACSTD2|4070,TAT|6898
TAT|6898,SYTL5|94122,TARP|445347,TARP|445347,TBC1D3G|654341
TBC1D3G|654341,TAC1|6863,TAT|6898,TAT|6898,TBL1Y|90665
TBL1Y|90665,TACSTD2|4070,TBC1D3G|654341,TBC1D3G|654341,TBX10|347853
TBX10|347853,TARP|445347,TBL1Y|90665,TBL1Y|90665,TBX15|6913
TBX15|6913,TAT|6898,TBX10|347853,TBX10|347853,TBX18|9096
TBX18|9096,TBC1D3G|654341,TBX18|9096,TBX15|6913,TBX1|6899
TBX1|6899,TBL1Y|90665,TBX1|6899,TBX18|9096,TBX3|6926
TBX3|6926,TBX10|347853,TBX3|6926,TBX1|6899,TBX4|9496
TBX4|9496,TBX15|6913,TBX4|9496,TBX3|6926,TBX5|6910
TBX5|6910,TBX18|9096,TBX5|6910,TBX4|9496,TCEAL2|140597
TCEAL2|140597,TBX1|6899,TCEAL2|140597,TBX5|6910,TCF21|6943
TCF21|6943,TBX3|6926,TCF21|6943,TCEAL2|140597,TCN1|6947
TCN1|6947,TBX4|9496,TCN1|6947,TCF21|6943,TDGF1|6997
TDGF1|6997,TBX5|6910,TDGF1|6997,TCN1|6947,TDO2|6999
TDO2|6999,TCEAL2|140597,TDO2|6999,TDGF1|6997,TDRD1|56165
TDRD1|56165,TCF21|6943,TDRD1|56165,TDO2|6999,TDRD5|163589
TDRD5|163589,TCN1|6947,TDRD5|163589,TDRD1|56165,TDRD9|122402
TDRD9|122402,TDGF1|6997,TESC|54997,TDRD5|163589,TESC|54997
TESC|54997,TDO2|6999,TEX11|56159,TDRD9|122402,TEX11|56159
TEX11|56159,TDRD1|56165,TEX15|56154,TESC|54997,TEX15|56154
TEX15|56154,TDRD5|163589,TFAP2A|7020,TEX11|56159,TFAP2A|7020
TFAP2A|7020,TESC|54997,TFAP2B|7021,TEX15|56154,TFAP2B|7021
TFAP2B|7021,TEX11|56159,TFAP2C|7022,TFAP2A|7020,TFAP2C|7022
TFAP2C|7022,TEX15|56154,TFCP2L1|29842,TFAP2B|7021,TFCP2L1|29842
TFCP2L1|29842,TFAP2A|7020,TFF1|7031,TFAP2C|7022,TFF1|7031
TFF1|7031,TFAP2B|7021,TFF2|7032,TFCP2L1|29842,TFF2|7032
TFF2|7032,TFAP2C|7022,TFF3|7033,TFF1|7031,TFF3|7033
TFF3|7033,TFCP2L1|29842,TFPI2|7980,TFF3|7033,TFPI2|7980
TFPI2|7980,TFF1|7031,TFPI|7035,TFPI2|7980,TFPI|7035
TFPI|7035,TFF3|7033,TFR2|7036,TFPI|7035,TFR2|7036
TFR2|7036,TFPI2|7980,TF|7018,TF|7018,TF|7018
TF|7018,TFPI|7035,TGFA|7039,TGFA|7039,TGFA|7039
TGFA|7039,TF|7018,TGM3|7053,TGM3|7053,TGM3|7053
TGM3|7053,TGFA|7039,TGM4|7047,TGM4|7047,TGM4|7047
TGM4|7047,TGM3|7053,THBS4|7060,THBS4|7060,THBS4|7060
THBS4|7060,TGM4|7047,THPO|7066,THPO|7066,THPO|7066
THPO|7066,THBS4|7060,THRSP|7069,THRSP|7069,THRSP|7069
THRSP|7069,THPO|7066,TIMD4|91937,TIMD4|91937,TIMD4|91937
TIMD4|91937,THRSP|7069,TINAG|27283,TINAG|27283,TINAG|27283
TINAG|27283,TIMD4|91937,TJP3|27134,TJP3|27134,TJP3|27134
TJP3|27134,TINAG|27283,TLX1|3195,TLX1|3195,TLX1|3195
TLX1|3195,TJP3|27134,TM4SF4|7104,TM4SF4|7104,TM4SF20|79853
TM4SF4|7104,TLX1|3195,TM4SF5|9032,TM4SF5|9032,TM4SF4|7104
TM4SF5|9032,TM4SF4|7104,TMC5|79838,TMC5|79838,TM4SF5|9032
TMC5|79838,TM4SF5|9032,TMED6|146456,TMED6|146456,TMC5|79838
TMED6|146456,TMC5|79838,TMEFF2|23671,TMEFF2|23671,TMED6|146456
TMEFF2|23671,TMED6|146456,TMEM130|222865,TMEM130|222865,TMEFF2|23671
TMEM130|222865,TMEFF2|23671,TMEM132C|92293,TMEM132C|92293,TMEM130|222865
TMEM132C|92293,TMEM130|222865,TMEM132D|121256,TMEM132D|121256,TMEM132C|92293
TMEM132D|121256,TMEM132C|92293,TMEM139|135932,TMEM139|135932,TMEM139|135932
TMEM139|135932,TMEM132D|121256,TMEM163|81615,TMEM163|81615,TMEM163|81615
TMEM163|81615,TMEM139|135932,TMEM171|134285,TMEM171|134285,TMEM171|134285
TMEM171|134285,TMEM163|81615,TMEM174|134288,TMEM174|134288,TMEM174|134288
TMEM174|134288,TMEM171|134285,TMEM176A|55365,TMEM176A|55365,TMEM176A|55365
TMEM176A|55365,TMEM174|134288,TMEM178|130733,TMEM178|130733,TMEM178|130733
TMEM178|130733,TMEM176A|55365,TMEM195|392636,TMEM195|392636,TMEM195|392636
TMEM195|392636,TMEM178|130733,TMEM213|155006,TMEM213|155006,TMEM213|155006
TMEM213|155006,TMEM195|392636,TMEM27|57393,TMEM27|57393,TMEM27|57393
TMEM27|57393,TMEM213|155006,TMEM35|59353,TMEM35|59353,TMEM35|59353
TMEM35|59353,TMEM27|57393,TMEM37|140738,TMEM37|140738,TMEM37|140738
TMEM37|140738,TMEM35|59353,TMEM40|55287,TMEM40|55287,TMEM40|55287
TMEM40|55287,TMEM37|140738,TMEM45B|120224,TMEM45B|120224,TMEM45B|120224
TMEM45B|120224,TMEM40|55287,TMEM59L|25789,TMEM59L|25789,TMEM59L|25789
TMEM59L|25789,TMEM45B|120224,TMEM61|199964,TMEM61|199964,TMEM63C|57156
TMEM63C|57156,TMEM59L|25789,TMEM63C|57156,TMEM63C|57156,TMEM72|643236
TMEM72|643236,TMEM61|199964,TMEM72|643236,TMEM72|643236,TMEM82|388595
TMEM82|388595,TMEM63C|57156,TMEM82|388595,TMEM82|388595,TMEM84|283673
TMEM84|283673,TMEM72|643236,TMEM84|283673,TMEM84|283673,TMEM92|162461
TMEM92|162461,TMEM82|388595,TMEM92|162461,TMEM92|162461,TMPRSS13|84000
TMPRSS13|84000,TMEM84|283673,TMPRSS13|84000,TMPRSS13|84000,TMPRSS2|7113
TMPRSS2|7113,TMEM92|162461,TMPRSS2|7113,TMPRSS2|7113,TMPRSS3|64699
TMPRSS3|64699,TMPRSS13|84000,TMPRSS3|64699,TMPRSS3|64699,TMPRSS4|56649
TMPRSS4|56649,TMPRSS2|7113,TMPRSS4|56649,TMPRSS4|56649,TMPRSS6|164656
TMPRSS6|164656,TMPRSS3|64699,TMPRSS6|164656,TMPRSS6|164656,TMSB15A|11013
TMSB15A|11013,TMPRSS4|56649,TMSB15A|11013,TMSB15A|11013,TMSB4Y|9087
TMSB4Y|9087,TMPRSS6|164656,TMSB4Y|9087,TMSB4Y|9087,TNFAIP6|7130
TNFAIP6|7130,TMSB15A|11013,TNFAIP6|7130,TNFAIP6|7130,TNFRSF11B|4982
TNFRSF11B|4982,TMSB4Y|9087,TNFRSF11B|4982,TNFRSF11B|4982,TNFRSF17|608
TNFRSF17|608,TNFAIP6|7130,TNFRSF17|608,TNFRSF17|608,TNFSF11|8600
TNFSF11|8600,TNFRSF11B|4982,TNFSF12-TNFSF13|407977,TNFSF11|8600,TNFSF12-TNFSF13|407977
TNFSF12-TNFSF13|407977,TNFRSF17|608,TNNC1|7134,TNFSF12-TNFSF13|407977,TNNC1|7134
TNFSF9|8744,TNFSF11|8600,TNNC2|7125,TNNC1|7134,TNNC2|7125
TNNC1|7134,TNFSF12-TNFSF13|407977,TNNI3|7137,TNNC2|7125,TNNI3|7137
TNNC2|7125,TNNC1|7134,TNNT1|7138,TNNI3|7137,TNNT1|7138
TNNI3|7137,TNNC2|7125,TNNT3|7140,TNNT1|7138,TNNT3|7140
TNNT1|7138,TNNI3|7137,TNN|63923,TNN|63923,TNN|63923
TNNT3|7140,TNNT1|7138,TNS4|84951,TNS4|84951,TNS4|84951
TNN|63923,TNNT3|7140,TOX3|27324,TOX3|27324,TOX3|27324
TNS4|84951,TNN|63923,TP63|8626,TP63|8626,TP63|8626
TOX3|27324,TNS4|84951,TPRG1|285386,TPRG1|285386,TPRG1|285386
TP63|8626,TOX3|27324,TPSD1|23430,TPSD1|23430,TPSD1|23430
TPRG1|285386,TP63|8626,TPSG1|25823,TPSG1|25823,TPSG1|25823
TPSD1|23430,TPRG1|285386,TREM1|54210,TREM1|54210,TREM1|54210
TPSG1|25823,TPSD1|23430,TRHDE|29953,TRHDE|29953,TRHDE|29953
TREM1|54210,TPSG1|25823,TRH|7200,TRH|7200,TRH|7200
TRHDE|29953,TREM1|54210,TRIM10|10107,TRIM10|10107,TRIM10|10107
TRH|7200,TRHDE|29953,TRIM15|89870,TRIM15|89870,TRIM15|89870
TRIM10|10107,TRH|7200,TRIM17|51127,TRIM17|51127,TRIM17|51127
TRIM15|89870,TRIM10|10107,TRIM29|23650,TRIM29|23650,TRIM29|23650
TRIM29|23650,TRIM15|89870,TRIM31|11074,TRIM31|11074,TRIM31|11074
TRIM31|11074,TRIM29|23650,TRIM36|55521,TRIM36|55521,TRIM54|57159
TRIM54|57159,TRIM31|11074,TRIM54|57159,TRIM54|57159,TRIM55|84675
TRIM55|84675,TRIM54|57159,TRIM55|84675,TRIM55|84675,TRIM58|25893
TRIM58|25893,TRIM55|84675,TRIM58|25893,TRIM58|25893,TRIM9|114088
TRIM9|114088,TRIM58|25893,TRIM9|114088,TRIM9|114088,TRPA1|8989
TRPA1|8989,TRIM9|114088,TRPA1|8989,TRPA1|8989,TRPM3|80036
TRPM3|80036,TRPA1|8989,TRPM3|80036,TRPM3|80036,TRPM8|79054
TRPM8|79054,TRPM3|80036,TRPM8|79054,TRPM8|79054,TRPS1|7227
TRPS1|7227,TRPM8|79054,TRPS1|7227,TRPS1|7227,TRPV6|55503
TRPV6|55503,TRPS1|7227,TRPV6|55503,TRPV6|55503,TSIX|9383
TSIX|9383,TRPV6|55503,TSIX|9383,TSIX|9383,TSPAN1|10103
